agent_1,chromaticindex256-8,0
agent_2,chromaticindex256-8,0
agent_3,chromaticindex256-8,0
agent_4,chromaticindex256-8,0
agent_5,chromaticindex256-8,0
agent_6,chromaticindex256-8,0
agent_7,chromaticindex256-8,0
agent_8,chromaticindex256-8,0
agent_9,chromaticindex256-8,0
agent_11,chromaticindex256-8,0
agent_12,chromaticindex256-8,0
agent_10,chromaticindex256-8,0
agent_13,chromaticindex256-8,0
agent_14,chromaticindex256-8,0
agent_15,chromaticindex256-8,0
agent_16,chromaticindex256-8,0
agent_17,chromaticindex256-8,0
agent_18,chromaticindex256-8,0
agent_19,chromaticindex256-8,0
agent_20,chromaticindex256-8,0
