agent_4,glass-sc,487
agent_7,glass-sc,185
agent_1,glass-sc,685
agent_3,glass-sc,685
agent_8,glass-sc,183
agent_6,glass-sc,82
agent_2,glass-sc,881
agent_5,glass-sc,487
agent_9,glass-sc,183
agent_10,glass-sc,188
